  Operator non-availability periods., 4OR
  Next generation technologies for smart healthcare challenges, vision, model, trends and future directions., Internet Technol. Lett.
  Transformative effects of IoT, Blockchain and Artificial Intelligence on cloud computing Evolution, vision, trends and open challenges., Internet Things
  Mobile Service Technician 4.0 ? Knowledge-Sharing Solutions for Industrial Field Maintenance., IxD&A
  Path ORAM An Extremely Simple Oblivious RAM Protocol., J. ACM
  Engineering with Logic Rigorous Test-Oracle Specification and Validation for TCP/IP and the Sockets API., J. ACM
  Reliable Communication Over Unreliable Channels., J. ACM
  Multimodal Gesture Recognition for Mascot Robot System Based on Choquet Integral Using Camera and 3D Accelerometers Fusion., J. Adv. Comput. Intell. Intell. Informatics
  Effect of clearance and friction in revolute imperfect joints on dynamic behaviors of a slider-crank mechanism with two sliders., J. Adv. Eng. Comput.
  Cooperative Visual SLAM based on Adaptive Covariance Intersection., J. Adv. Eng. Comput.
  Issues and Challenges in Situation Assessment (Level 2 Fusion)., J. Adv. Inf. Fusion
  Team Gator Nation's Autonomous Vehicle Development for the 2007 DARPA Urban Challenge., J. Aerosp. Comput. Inf. Commun.
  Onboard Autonomy on the Intelligent Payload Experiment CubeSat Mission., J. Aerosp. Inf. Syst.
  Approximation Algorithms for Directed Steiner Problems., J. Algorithms
  Improving Minimum Cost Spanning Trees by Upgrading Nodes., J. Algorithms
  A novel approach for selecting combination clinical markers of pathology applied to a large retrospective cohort of surgically resected pancreatic cysts., J. Am. Medical Informatics Assoc.
  Where the Action Is and Was in Information Science., J. Am. Soc. Inf. Sci.
  Exploiting graph-theoretic tools for matching in carpooling applications., J. Ambient Intell. Humaniz. Comput.
  A common approach to intelligent energy and mobility services in a smart city environment., J. Ambient Intell. Humaniz. Comput.
  VICA, a visual counseling agent for emotional distress., J. Ambient Intell. Humaniz. Comput.
  RealTrac technology at the EvAAL-2013 competition., J. Ambient Intell. Smart Environ.
  On homotopy types of Vietoris-Rips complexes of metric gluings., J. Appl. Comput. Topol.
  Theorema Towards computer-aided mathematical theory exploration., J. Appl. Log.
  SPECIAL ISSUE SOCO13-JAL., J. Appl. Log.
  Nonlinearities Distribution Homotopy Perturbation Method Applied to Solve Nonlinear Problems Thomas-Fermi Equation as a Case Study., J. Appl. Math.
  PDL for Ordered Trees., J. Appl. Non Class. Logics
  Nonstandard regular variation of in-degree and out-degree in the preferential attachment model., J. Appl. Probab.
  Dimension of C1-splines on type-6 tetrahedral partitions., J. Approx. Theory
  Editorial., J. Approx. Theory
  Convexity of the generalized sine function and the generalized hyperbolic sine function., J. Approx. Theory
  Bivariate Lagrange interpolation at the Padua points The generating curve approach., J. Approx. Theory
  Editorial., J. Approx. Theory
  The rate of linear convergence of the Douglas-Rachford algorithm for subspaces is the cosine of the Friedrichs angle., J. Approx. Theory
  Quantum intermittency for sparse CMV matrices with an application to quantum walks on the half-line., J. Approx. Theory
  2 × 2 hypergeometric operators with diagonal eigenvalues., J. Approx. Theory
  Limiting embeddings in smoothness Morrey spaces, continuity envelopes and applications., J. Approx. Theory
  Renorming spaces with greedy bases., J. Approx. Theory
  Editorial., J. Approx. Theory
  Optimal Hölder-Zygmund exponent of semi-regular refinable functions., J. Approx. Theory
  The weighted property (A) and the greedy algorithm., J. Approx. Theory
  Exploration for Understanding in Cognitive Modeling., J. Artif. Gen. Intell.
  Learning and decision-making in artificial animals., J. Artif. Gen. Intell.
  A Disaster Response System based on Human-Agent Collectives., J. Artif. Intell. Res.
  Recursive-Rule Extraction Algorithm With J48graft And Applications To Generating Credit Scores., J. Artif. Intell. Soft Comput. Res.
  The ODD Protocol for Describing Agent-Based and Other Simulation Models A Second Update to Improve Clarity, Replication, and Structural Realism., J. Artif. Soc. Soc. Simul.
  Predicting the impact of scientific concepts using full-text features., J. Assoc. Inf. Sci. Technol.
  Goals, Values, and Expectations of the AIS Family of Journals., J. Assoc. Inf. Syst.
  Recurrent Partial Words and Representable Sets., J. Autom. Lang. Comb.
  Analyzing Program Termination and Complexity Automatically with AProVE., J. Autom. Reason.
  Resolving intravoxel white matter structures in the human brain using regularized regression and clustering., J. Big Data
  Multi-Factorial Analysis of Class Prediction Error Estimating Optimal Number of Biomarkers for Various Classification Rules., J. Bioinform. Comput. Biol.
  The Biomedical Resource Ontology (BRO) to enable resource discovery in clinical and translational research., J. Biomed. Informatics
  A socio-technical systems approach to the use of health IT for patient reported outcomes Patient and healthcare provider perspectives., J. Biomed. Informatics X
  A spatial neighborhood methodology for computing and analyzing lymph node carcinoma similarity in precision medicine., J. Biomed. Informatics X
  The DBCLS BioHackathon standardization and interoperability for bioinformatics web services and workflows., J. Biomed. Semant.
  The 2nd DBCLS BioHackathon interoperable bioinformatics Web services for integrated applications., J. Biomed. Semant.
  A middleware platform to support river monitoring using wireless sensor networks., J. Braz. Comput. Soc.
  Teaching and Learning Physics with Smartphones., J. Cases Inf. Technol.
  Understanding a Revolutionary and Flawed Grand Experiment in Blockchain The DAO Attack., J. Cases Inf. Technol.
  Spatiotemporal Complexity of a City Traffic Jam., J. Cell. Autom.
  The PRINTS Database of Protein Fingerprints A Novel Information Resource for Computational Molecular Biology., J. Chem. Inf. Comput. Sci.
  Applicability Domains for Classification Problems Benchmarking of Distance to Models for Ames Mutagenicity Set., J. Chem. Inf. Model.
  The CHEMDNER corpus of chemicals and drugs and its annotation principles., J. Cheminformatics
  Thai Speech Recognition Corpora., J. Chin. Lang. Comput.
  A Novel Heuristic Error-Driven Learning for Recognizing Chinese Time Expression., J. Chin. Lang. Comput.
  An Improved Model of Dotplotting for Text Segmentation., J. Chin. Lang. Comput.
  ASIC and FPGA Comparative Study for IoT Lightweight Hardware Security Algorithms., J. Circuits Syst. Comput.
  Design of the Baseband Physical Layer of NarrowBand IoT LTE Uplink Digital Transmitter., J. Circuits Syst. Comput.
  Card Sorting Data Collection Methodology How Many Participants Is Most Efficient?, J. Classif.
  Confidence in Classification A Bayesian Approach., J. Classif.
  Copy number variation analysis based on AluScan sequences., J. Clin. Bioinform.
  Secure end-to-end processing of smart metering data., J. Cloud Comput.
  Does Sleep Promote False Memories?, J. Cogn. Neurosci.
  Coverage with k-transmitters in the presence of obstacles., J. Comb. Optim.
  A superlinear lower bound on the number of 5-holes., J. Comb. Theory, Ser. A
  Simple k-planar graphs are simple (k + 1)-quasiplanar., J. Comb. Theory, Ser. B
  Green Communications A Call for Power Efficient Wireless Systems., J. Commun.
  The path to 5G mmWave aspects., J. Commun. Inf. Networks
  Wireless communication at 310 GHz using GaAs high-electron-mobility transistors for detection., J. Commun. Networks
  Information Needs of Rural Communities., J. Community Informatics
  Detecting global bridges in networks., J. Complex Networks
  Complex clinical pathways of an autoimmune disease., J. Complex Networks
  Erratum to Cascading failures in complex networks., J. Complex Networks
  Editorial board announcements., J. Complex.
  New Members of the Editorial Board., J. Complex.
  Changes of the Editorial Board., J. Complex.
  IMPACT A Novel Clustering Algorithm based on Attraction., J. Comput.
  Online chemical modeling environment (OCHEM) web platform for data storage, model development and publishing of chemical information., J. Comput. Aided Mol. Des.
  Null rules for the detection of lower regularity of functions., J. Comput. Appl. Math.
  Examining pre-service teachers' Technological Pedagogical Content Knowledge as evolving knowledge domains A longitudinal approach., J. Comput. Assist. Learn.
  Transforming teaching and learning embedding ICT into everyday classroom practices., J. Comput. Assist. Learn.
  INDEX-db The Indian Exome Reference Database (Phase I)., J. Comput. Biol.
  Molcas 8 New capabilities for multiconfigurational quantum chemical calculations across the periodic table., J. Comput. Chem.
  Towards a CAD-based automatic procedure for patient specific cutting guides to assist sternal osteotomies in pectus arcuatum surgical correction., J. Comput. Des. Eng.
  Shape memory alloy (SMA)-based head and neck immobilizer for radiotherapy., J. Comput. Des. Eng.
  Flattening simulations of 3D thick sheets made of fiber composite materials., J. Comput. Des. Eng.
  Numerical Study of the Generic Sports Utility Vehicle Design with a Drag Reduction Add-On Device., J. Comput. Eng.
  Cover Contact Graphs., J. Comput. Geom.
  The nature and level of learner-learner interaction in a chemistry massive open online course (MOOC)., J. Comput. High. Educ.
  Erratum to The nature and level of learner-learner interaction in a chemistry massive open online course (MOOC)., J. Comput. High. Educ.
  CyberCut An Internet-based CAD/CAM System., J. Comput. Inf. Sci. Eng.
  Online and Offline Social Ties of Social Network Website Users An Exploratory Study in Eleven Societies., J. Comput. Inf. Syst.
  Actually, What Does "Ontology" Mean?, J. Comput. Inf. Technol.
  Success factors influencing requirements change management process in global software development., J. Comput. Lang.
  Relational reference attribute grammars Improving continuous model validation., J. Comput. Lang.
  Why Are "Others" So Polarized? Perceived Political Polarization and Media Use in 10 Countries., J. Comput. Mediat. Commun.
  The development of the production technology of 177Lutetium trichloride., J. Comput. Methods Sci. Eng.
  Assessing Contact Graph Routing Performance and Reliability in Distributed Satellite Constellations., J. Comput. Networks Commun.
  A Proposed IoT-Enabled Smart Waste Bin Management System and Efficient Route Selection., J. Comput. Networks Commun.
  Joint Channel Assignment and Routing in Multiradio Multichannel Wireless Mesh Networks Design Considerations and Approaches., J. Comput. Networks Commun.
  Exploiting Location and Contextual Information to Develop a Comprehensive Framework for Proactive Handover in Heterogeneous Environments., J. Comput. Networks Commun.
  Simulation of networks of spiking neurons A review of tools and strategies., J. Comput. Neurosci.
